@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE veil-type {u, ?}
@ATTRIBUTE veil-color {w, ?, y, u, n, k, e}
@ATTRIBUTE has-ring {t, f}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE spore-print-color {?, w, n, p, k, g, r, u}

@DATA
e,s,d,p,p,?,g,?,?,f,f,?
e,f,?,e,w,s,w,?,?,f,f,?
e,x,i,n,p,y,w,?,?,t,p,?
e,f,w,n,g,?,w,?,?,f,f,?
p,x,?,g,n,?,g,?,u,f,f,?
e,x,y,n,p,y,n,?,?,f,f,?
e,b,y,n,n,?,w,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,c,?,w,w,i,u,?,?,f,f,?
p,s,?,y,o,?,w,?,?,t,f,?
e,x,?,y,o,?,w,?,?,f,f,?
p,x,h,y,p,i,n,?,?,f,f,?
p,x,g,p,n,s,k,?,?,f,f,?
p,x,k,n,o,?,y,?,?,f,f,?
p,b,t,y,k,?,n,?,?,t,f,?
p,x,k,n,y,?,y,?,?,f,f,?
e,f,s,o,y,t,o,?,?,f,f,?
e,x,h,n,n,s,n,?,?,t,r,?
p,x,s,y,f,?,y,?,?,f,f,?
e,s,?,w,p,?,w,?,?,f,f,?
p,x,?,n,w,?,n,?,?,f,f,p
e,p,y,w,k,?,w,?,w,t,e,?
p,o,?,n,f,g,n,?,?,f,f,?
e,x,?,e,w,s,w,?,?,f,f,?
p,f,g,k,y,?,n,?,?,f,f,?
p,x,d,e,n,?,n,?,?,f,f,?
e,s,l,w,p,?,w,?,?,f,f,?
e,f,w,g,g,?,w,?,?,f,f,?
e,f,s,o,y,t,o,?,?,f,f,?
e,c,?,g,f,?,n,?,?,f,f,?
p,c,e,w,r,?,w,?,?,f,f,?
p,s,w,n,n,?,n,?,?,f,f,?
e,x,?,n,w,?,g,?,?,f,f,?
p,f,d,n,w,s,n,?,?,f,f,?
e,x,s,y,w,i,n,?,?,t,?,w
p,o,t,w,w,f,f,?,?,f,f,n
p,f,k,n,y,k,k,?,?,f,f,?
p,x,g,w,w,?,n,?,?,f,f,?
p,s,d,n,w,?,n,?,?,f,f,?
p,x,s,y,y,g,o,?,?,f,f,?
p,f,w,n,w,g,n,?,?,f,f,?
e,x,?,u,u,?,w,?,?,f,f,?
p,x,t,y,y,g,o,?,?,f,f,?
e,x,w,n,y,?,n,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,s,e,k,?,o,?,?,f,f,?
e,x,t,n,n,?,e,?,?,f,f,?
e,b,y,n,n,?,w,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
p,b,i,o,k,?,o,?,?,f,f,?
p,b,w,u,g,s,u,?,?,f,f,?
p,b,t,n,p,i,n,?,?,f,f,?
e,f,?,p,w,s,w,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
p,x,?,n,p,?,n,?,?,f,f,w
p,s,d,o,y,?,o,?,?,f,f,?
e,x,?,p,w,s,w,?,?,f,f,?
e,b,g,g,g,s,n,?,?,f,f,?
p,f,w,n,n,?,n,?,?,f,f,?
p,s,k,n,n,k,n,?,?,t,f,?
p,s,s,y,f,?,y,?,?,f,f,?
p,f,?,g,y,?,n,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
p,b,y,n,p,?,w,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
e,p,g,w,g,?,w,?,?,f,f,?
e,s,e,g,w,?,w,?,?,f,f,?
p,b,?,g,g,s,g,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,x,h,r,w,?,w,u,w,t,p,?
e,s,?,y,f,?,y,?,?,f,f,?
e,o,?,n,f,?,n,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
e,x,?,g,g,y,w,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,s,t,p,o,?,w,?,?,f,f,?
p,f,y,u,y,y,y,?,?,f,f,?
e,p,y,w,k,?,w,?,w,t,e,?
e,x,?,r,r,?,w,?,?,f,f,?
p,f,?,r,n,?,w,?,?,f,f,?
e,s,?,g,u,?,b,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
e,f,s,n,n,?,n,?,?,f,f,?
e,p,s,w,n,?,w,?,?,t,l,?
p,b,h,n,n,t,n,?,?,f,f,?
p,s,d,y,y,?,y,?,?,f,f,?
p,x,?,w,p,?,p,?,?,f,f,?
p,s,d,y,o,?,o,?,?,f,f,?
p,s,w,u,u,s,u,?,?,f,f,?
e,p,s,w,k,s,w,?,?,t,e,?
e,f,g,n,g,s,g,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
p,b,t,n,n,?,w,?,?,t,?,k
p,o,?,w,f,g,w,?,?,t,f,?
e,x,w,g,k,?,w,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
p,x,g,w,w,?,n,?,?,f,f,?
e,x,?,n,w,s,w,?,?,f,f,?
e,x,t,n,w,t,y,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
p,x,e,n,n,?,n,?,n,f,f,?
e,p,?,n,f,?,n,?,?,f,f,?
p,x,e,y,o,?,e,?,?,f,f,?
e,c,g,n,g,?,g,?,?,f,f,?
p,x,i,n,n,?,n,?,e,f,f,?
p,x,k,w,p,?,n,?,?,f,f,p
e,x,t,o,w,k,n,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
p,x,s,o,o,?,y,?,?,f,f,?
e,f,y,y,w,?,n,?,w,t,e,?
p,x,?,e,w,?,w,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,b,y,n,w,s,w,?,?,f,f,?
p,o,k,r,y,?,y,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
p,p,y,n,p,?,w,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
e,s,s,y,n,?,p,?,?,f,f,?
e,f,e,g,w,?,w,?,?,f,f,?
e,x,d,o,w,y,w,?,?,f,f,?
e,b,g,n,w,?,y,?,?,f,f,?
p,x,e,n,e,?,u,?,?,f,f,?
p,f,s,y,f,?,y,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,x,i,k,w,?,w,?,?,f,f,p
e,x,e,n,w,?,w,?,?,f,f,?
e,f,y,g,w,?,w,?,?,f,f,?
p,x,h,o,y,g,o,?,?,f,f,?
p,x,i,n,n,?,n,?,n,f,f,?
e,x,t,g,n,t,w,?,?,t,l,?
e,s,t,o,o,?,w,?,?,f,f,?
e,s,e,g,w,?,w,?,?,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,x,s,o,n,?,e,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
e,f,s,w,p,s,w,?,?,t,e,?
e,x,?,y,w,?,y,u,y,t,g,?
p,x,k,w,w,?,w,?,?,f,f,?
p,x,d,w,w,h,w,?,?,f,f,?
p,x,i,n,n,i,n,?,k,t,z,k
p,x,i,k,k,?,y,?,?,f,f,?
e,p,?,g,f,?,n,?,?,f,f,?
e,s,?,n,f,?,o,?,?,f,f,?
p,x,h,n,e,?,y,?,?,f,f,?
e,x,y,n,g,?,w,?,?,f,f,?
e,c,h,n,w,s,n,u,w,f,f,?
e,x,s,y,w,t,y,?,?,f,f,?
e,p,y,n,p,y,w,?,?,t,p,?
e,p,d,o,n,y,w,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
p,x,y,y,w,y,n,?,?,t,r,?
e,s,d,o,o,?,w,?,?,f,f,?
e,s,?,w,w,?,w,?,?,f,f,?
p,x,d,n,n,?,e,?,?,f,f,?
e,s,?,y,w,?,g,?,?,f,f,?
e,s,?,y,f,?,y,?,?,f,f,?
e,x,d,y,y,?,y,?,?,f,f,?
e,x,?,b,u,?,w,?,?,f,f,?
e,x,h,n,w,s,w,u,w,f,f,?
p,x,?,g,w,?,n,?,?,f,f,?
p,f,h,n,w,g,n,?,?,f,f,?
e,x,?,w,w,?,y,u,y,t,g,?
p,f,?,w,w,i,u,?,?,f,f,?
e,x,h,n,n,y,n,?,?,t,r,?
p,f,?,u,n,i,w,?,?,f,f,?
p,x,e,o,o,?,y,?,?,t,r,n
p,s,t,p,p,?,p,?,?,t,f,?
p,c,?,w,n,i,u,?,?,f,f,?
e,x,s,n,w,i,n,?,?,f,f,p
e,f,s,u,w,?,w,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,f,?,y,w,?,g,?,?,f,f,?
e,s,s,o,o,?,w,?,?,f,f,?
p,x,s,g,r,i,n,?,?,f,f,?
p,f,i,l,w,?,w,?,?,f,f,p
p,x,e,e,g,?,y,?,w,t,z,?
p,b,g,n,n,?,n,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,x,?,n,k,s,n,?,?,f,f,k
p,f,w,u,g,s,u,?,?,f,f,?
p,o,s,g,f,f,f,?,?,t,f,?
e,b,g,g,g,?,w,?,?,f,f,?
p,x,y,w,n,?,w,?,?,t,l,?
e,x,t,n,n,t,w,?,?,t,l,?
e,f,s,n,w,i,n,?,?,t,?,w
e,c,?,n,f,?,n,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,x,t,y,y,?,y,?,y,t,?,?
e,x,t,n,o,t,w,?,?,f,f,?
p,f,y,w,w,k,w,?,?,t,e,?
e,s,?,n,w,s,w,?,?,f,f,?
e,f,y,g,y,?,w,?,?,f,f,?
p,b,s,n,w,s,w,?,?,t,z,?
p,x,g,n,n,s,n,?,?,f,f,?
e,x,d,e,w,y,w,?,?,f,f,?
p,x,i,k,w,?,w,?,?,f,f,p
e,b,g,w,w,?,y,?,?,f,f,?
p,f,l,n,y,?,y,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
e,x,e,y,w,?,w,?,?,f,f,?
p,x,?,n,p,?,n,?,?,f,f,?
p,b,w,u,g,s,u,?,?,f,f,?
e,f,s,y,w,i,n,?,?,t,?,w
p,x,h,r,w,?,w,u,w,t,g,?
e,f,s,n,w,i,n,?,?,f,f,?
p,f,?,u,n,i,u,?,?,f,f,?
p,x,g,n,w,?,n,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,f,s,n,y,k,k,?,?,f,f,?
p,f,h,e,w,?,w,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
p,x,g,y,y,?,y,?,?,f,f,?
p,x,y,y,w,y,y,?,?,t,r,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,s,k,g,?,y,?,?,f,f,?
e,x,h,y,y,?,y,?,y,t,?,?
p,f,?,u,w,?,y,?,?,f,f,?
p,x,h,e,w,g,n,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
p,x,t,e,w,?,w,?,?,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,x,y,y,w,y,y,?,?,t,r,?
e,x,s,w,w,?,w,?,?,f,f,?
p,f,l,n,n,?,y,?,?,f,f,?
p,f,?,g,w,?,n,?,?,f,f,?
p,f,t,n,n,?,n,?,?,f,f,?
p,x,y,n,y,y,n,?,?,t,?,?
e,p,t,n,y,?,n,?,?,f,f,?
p,s,t,y,y,?,y,?,?,f,f,?
p,x,?,o,o,?,o,?,?,f,f,w
p,f,k,n,p,?,n,?,?,f,f,p
p,c,k,y,r,?,w,?,?,f,f,?
p,x,t,k,b,?,r,?,?,f,f,?
p,f,l,n,n,?,n,?,?,f,f,?
p,f,t,r,y,t,y,?,?,f,f,?
e,c,g,e,w,?,n,?,?,f,f,?
p,o,?,n,f,g,n,?,?,f,f,?
p,x,g,n,w,?,n,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,x,s,n,g,y,n,?,?,f,f,?
e,x,?,g,w,?,g,?,?,f,f,?
e,s,d,u,p,?,g,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,f,d,u,p,?,g,?,?,f,f,?
e,x,h,n,n,s,n,?,?,t,r,?
e,f,g,g,g,s,g,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
p,f,h,e,w,?,w,?,?,f,f,?
p,s,t,g,g,t,n,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
p,s,?,u,w,?,y,?,?,f,f,?
e,s,?,n,f,?,y,?,?,f,f,?
p,s,?,y,o,?,w,?,?,t,f,?
e,x,k,n,y,?,y,?,?,f,f,?
p,x,s,y,r,?,y,u,w,t,z,r
e,f,h,n,y,k,n,?,?,f,f,?
e,f,s,n,g,?,w,?,?,t,r,?
e,x,?,g,g,y,w,?,?,f,f,?
p,o,t,w,w,f,f,?,?,f,f,n
p,b,w,u,g,s,u,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,f,d,b,o,?,w,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
p,f,y,y,y,y,e,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
p,o,t,n,o,?,n,?,?,f,f,?
p,x,?,w,w,i,w,?,?,f,f,?
p,o,?,k,f,g,g,?,?,f,f,?
p,x,g,e,p,?,w,?,?,f,f,?
e,p,d,o,w,y,w,?,?,f,f,?
p,o,s,n,w,f,f,?,?,f,f,n
p,f,t,n,n,?,n,?,?,f,f,?
p,x,k,n,p,?,n,?,?,f,f,p
p,o,e,r,o,?,n,?,?,f,f,?
e,x,t,n,n,?,e,?,?,f,f,?
p,c,e,y,r,?,w,?,?,f,f,?
p,f,k,n,n,i,n,?,?,t,?,?
p,x,s,n,n,y,n,?,?,f,f,?
e,x,t,n,n,?,e,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
e,x,t,n,y,s,n,?,?,f,f,?
p,f,d,y,r,t,y,?,?,f,f,?
e,f,h,n,k,s,w,?,w,f,f,k
e,x,e,y,w,?,w,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,p,d,n,n,y,w,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,b,y,r,n,y,n,?,?,t,e,k
e,f,g,n,y,t,o,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
e,f,y,n,w,?,n,?,?,t,m,?
p,x,s,y,p,i,n,?,?,f,f,?
e,f,s,n,n,?,w,?,?,t,r,?
p,b,t,n,g,?,n,?,?,t,f,?
p,x,t,o,n,y,o,?,?,t,z,?
p,f,k,n,y,k,k,?,?,f,f,?
p,b,s,e,g,?,k,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
p,o,t,w,w,f,f,?,?,f,f,n
p,o,?,e,f,g,n,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
p,x,y,w,w,?,w,?,?,t,l,?
e,p,y,w,w,?,n,?,?,t,m,?
e,x,t,o,n,?,n,?,?,f,f,?
p,x,k,w,n,?,w,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
e,c,g,n,p,?,n,?,?,f,f,?
p,o,?,k,f,g,g,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
p,o,s,r,f,f,f,?,?,t,f,?
p,x,i,n,n,i,n,?,k,t,z,k
e,x,g,e,w,?,n,?,?,f,f,?
p,x,y,o,y,?,y,?,?,f,f,?
p,s,d,o,o,?,y,?,?,f,f,?
e,f,?,w,w,?,w,?,?,f,f,?
p,x,?,e,g,?,y,?,?,f,f,?
e,x,?,n,g,?,u,?,?,f,f,?
p,x,s,o,y,g,o,?,?,f,f,?
p,x,h,w,y,i,n,?,?,f,f,?
e,x,s,y,w,t,y,?,?,f,f,?
e,x,s,u,n,?,n,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
p,x,g,n,n,h,k,?,?,f,f,?
e,x,s,b,w,s,n,?,?,f,f,?
p,f,h,y,y,?,y,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
e,s,y,n,p,i,n,?,?,f,f,?
e,f,h,k,g,s,g,?,?,f,f,?
e,f,y,w,w,s,w,?,?,t,e,?
e,x,?,y,y,?,w,?,?,f,f,?
e,f,y,g,g,?,w,?,?,f,f,?
e,s,?,y,f,?,y,?,?,f,f,?
e,x,s,y,n,?,w,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,f,?,l,b,?,b,?,?,f,f,?
p,s,?,u,w,?,y,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
p,x,y,w,p,?,w,?,?,t,l,?
e,p,w,n,y,?,n,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,s,t,p,o,?,w,?,?,f,f,?
p,f,l,n,e,?,n,?,?,f,f,?
p,s,?,n,w,?,n,?,?,f,f,?
p,x,y,n,y,y,n,?,?,t,?,?
p,f,h,n,w,g,n,?,?,f,f,?
p,f,l,e,e,?,n,?,?,f,f,?
e,f,y,w,w,?,n,?,?,t,m,?
e,x,?,y,o,?,w,?,?,f,f,?
e,x,?,y,w,?,w,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,x,s,r,w,i,n,?,?,f,f,?
p,s,d,w,w,h,w,?,?,f,f,?
p,x,?,n,p,?,n,?,?,f,f,p
e,x,w,n,g,?,w,?,?,f,f,?
p,x,h,o,n,y,n,?,?,t,z,?
e,f,s,u,n,?,w,?,?,f,f,?
p,x,s,n,p,i,n,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,b,s,y,r,?,y,u,w,t,z,k
p,f,?,n,p,?,p,?,?,f,f,?
p,x,h,e,w,y,w,u,w,t,p,?
p,b,h,n,n,t,n,?,?,f,f,?
e,c,g,e,p,?,n,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,f,s,o,y,?,y,?,?,f,f,?
p,f,t,g,w,?,n,?,?,f,f,?
e,x,h,n,k,s,w,?,w,f,f,k
p,x,t,n,p,?,w,?,n,t,z,?
p,f,?,u,w,?,y,?,?,f,f,?
e,x,y,n,p,y,w,?,?,t,l,?
e,x,s,b,w,s,n,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,x,y,y,w,?,n,?,w,t,e,?
p,o,?,w,f,g,w,?,?,t,f,?
p,f,g,o,w,y,w,u,w,t,g,?
p,b,s,g,k,s,w,?,?,t,z,?
e,s,y,n,p,i,n,?,?,f,f,?
p,s,w,u,g,s,u,?,?,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
p,s,d,o,y,?,y,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
e,s,?,g,b,?,b,?,?,f,f,?
p,f,w,p,p,?,p,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
p,s,?,u,w,?,w,?,?,f,f,?
e,b,g,g,g,s,g,?,?,f,f,?
e,f,y,e,w,?,n,?,w,t,e,?
e,f,h,n,w,k,n,?,?,f,f,?
p,s,t,r,g,t,n,?,?,f,f,?
p,x,i,y,n,i,n,?,k,t,z,k
p,x,k,n,n,?,n,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
e,f,s,n,w,i,n,?,?,f,f,?
p,f,?,n,y,?,n,?,?,f,f,?
p,o,?,g,f,g,n,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
p,x,y,y,n,y,y,?,?,t,?,?
e,f,s,n,w,i,n,?,?,f,f,?
e,x,d,e,r,?,e,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,s,?,n,w,s,w,?,?,f,f,?
p,x,k,n,y,i,n,?,?,t,?,?
e,s,?,y,w,?,g,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
p,x,h,e,w,y,w,u,w,t,g,?
e,s,?,n,w,?,n,?,?,f,f,?
p,x,h,r,u,y,w,?,?,t,e,k
e,x,?,n,g,y,w,?,?,f,f,?
e,x,?,l,r,?,w,?,?,f,f,?
e,f,h,k,w,s,g,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
p,x,e,n,y,?,y,?,?,f,f,?
e,x,w,n,k,?,w,?,?,f,f,?
p,f,t,n,n,?,n,?,?,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
e,x,s,b,w,s,n,?,?,f,f,?
p,f,?,n,w,i,w,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
p,f,?,o,o,?,y,?,?,f,f,w
p,b,?,n,k,?,n,?,w,f,f,k
p,s,?,u,w,?,y,?,?,f,f,?
e,b,h,k,w,s,g,?,?,f,f,?
p,f,s,o,y,?,y,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
p,s,d,w,p,h,w,?,?,f,f,?
p,f,s,e,y,?,n,?,?,f,f,?
e,f,s,y,w,i,n,?,?,t,?,w
p,f,?,b,w,?,w,?,?,f,f,?
p,x,e,y,e,?,u,?,?,f,f,?
p,f,h,e,w,g,n,?,?,f,f,?
e,x,?,w,r,?,w,?,?,f,f,?
p,f,?,b,w,?,w,?,?,f,f,?
e,x,?,n,w,?,w,u,w,t,g,?
p,x,?,n,w,?,n,?,?,f,f,w
p,x,e,n,n,?,n,?,n,f,f,?
e,x,d,n,n,?,n,?,?,f,f,?
p,x,i,n,n,?,n,?,e,f,f,?
e,s,w,y,f,?,y,?,?,f,f,?
p,x,g,e,w,?,n,?,?,f,f,?
p,b,t,n,k,?,n,?,?,t,f,?
e,x,?,n,w,?,w,?,w,t,?,?
e,x,e,n,w,?,w,?,?,f,f,?
p,f,k,w,n,?,w,?,?,f,f,?
p,x,e,n,o,?,e,?,?,f,f,?
e,x,h,o,e,?,o,?,?,f,f,?
p,b,t,y,k,?,n,?,?,t,f,?
e,x,d,n,y,?,y,?,?,f,f,?
e,s,?,y,f,?,o,?,?,f,f,?
e,x,h,n,k,s,w,?,w,f,f,k
e,x,?,u,w,?,w,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,f,?,w,w,?,w,?,?,f,f,?
e,x,h,n,n,?,n,?,w,t,p,?
p,b,?,n,n,?,n,?,w,f,f,k
e,x,h,n,n,y,n,?,?,t,r,?
p,o,k,n,n,?,n,?,?,f,f,?
p,f,y,e,y,y,u,?,?,f,f,?
e,f,y,n,p,?,w,?,?,t,l,?
e,s,s,k,y,?,w,?,?,f,f,w
p,f,s,w,w,?,w,?,?,f,f,?
p,s,h,g,g,t,g,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
e,f,w,g,k,?,w,?,?,f,f,?
p,b,s,k,g,?,k,?,?,f,f,?
p,b,h,n,k,?,w,?,?,t,?,k
p,f,g,n,y,?,n,?,?,f,f,?
p,f,?,n,w,?,w,u,w,t,e,?
e,o,?,n,w,?,n,?,?,f,f,?
e,x,t,n,w,s,w,u,w,f,f,?
p,x,e,e,y,?,y,?,w,t,z,?
p,f,h,n,y,?,y,?,?,f,f,?
e,x,?,y,w,?,g,?,?,f,f,?
e,s,?,n,g,?,u,?,?,f,f,?
e,b,g,w,w,?,y,?,?,f,f,?
p,f,s,w,w,?,w,?,?,f,f,?
p,b,t,n,g,?,n,?,?,t,f,?
e,x,e,n,w,?,w,?,?,t,?,?
e,s,l,w,p,?,w,?,?,f,f,?
p,p,s,n,g,s,w,?,?,t,z,?
e,x,?,b,u,?,w,?,?,f,f,?
e,x,?,n,w,?,w,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
e,x,l,w,p,?,w,?,?,f,f,?
e,x,?,u,w,?,w,?,?,f,f,?
e,f,s,k,w,?,w,?,?,f,f,?
p,b,t,n,k,?,w,?,?,t,?,k
p,s,w,o,y,?,n,?,?,f,f,?
e,x,d,e,r,?,e,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
e,x,?,g,p,?,u,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
e,f,?,n,w,?,w,u,w,t,g,?
p,o,s,o,f,f,f,?,?,t,f,?
p,x,?,n,w,i,w,?,?,f,f,?
p,x,h,o,y,g,o,?,?,f,f,?
p,f,y,e,n,k,w,?,?,t,e,?
e,x,?,n,n,?,n,?,w,t,?,?
e,x,l,w,w,?,w,?,?,f,f,?
p,x,e,y,e,?,u,?,?,f,f,?
e,f,?,n,w,?,w,u,w,t,g,?
e,x,s,n,n,?,e,?,?,f,f,?
p,b,t,r,n,y,n,?,?,t,e,k
p,b,g,o,n,?,n,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
p,s,?,e,p,?,e,?,?,f,f,?
e,p,d,o,n,y,w,?,?,f,f,?
p,s,k,n,n,k,n,?,?,t,f,?
p,x,?,n,k,s,n,?,?,f,f,k
e,b,g,n,g,s,n,?,?,f,f,?
p,s,d,n,w,?,e,?,?,f,f,?
p,x,g,n,p,?,n,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,b,t,n,k,?,n,?,?,t,f,?
p,f,g,k,y,?,n,?,?,f,f,?
e,b,g,g,g,s,n,?,?,f,f,?
e,x,d,p,e,?,o,?,?,f,f,?
e,s,?,y,f,?,y,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
p,x,s,n,r,y,n,?,?,f,f,?
e,b,h,k,g,s,g,?,?,f,f,?
p,s,?,u,w,?,y,?,?,f,f,?
e,x,y,n,w,?,n,?,w,t,e,?
p,x,?,n,k,s,n,?,?,f,f,k
p,x,h,r,w,?,w,u,w,t,g,?
e,x,d,n,r,?,e,?,?,f,f,?
e,f,?,y,w,?,g,?,?,f,f,?
e,x,s,e,w,i,n,?,?,t,?,w
p,b,t,n,p,i,n,?,?,f,f,?
p,f,k,w,p,?,n,?,?,f,f,p
p,b,t,n,g,?,n,?,?,t,f,?
e,f,w,n,k,?,w,?,?,f,f,?
e,x,t,o,y,s,n,?,?,f,f,?
e,x,s,n,y,?,n,?,w,t,p,?
e,p,y,w,k,s,w,?,?,t,e,?
p,x,?,n,p,?,n,?,?,f,f,?
p,x,y,w,g,?,w,?,?,t,l,?
e,f,e,b,b,?,w,?,?,t,f,?
p,o,s,w,w,f,f,?,?,f,f,n
p,c,e,w,p,?,w,?,?,f,f,?
e,f,?,p,w,s,w,?,?,f,f,?
e,f,?,p,w,s,w,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
p,b,?,k,n,?,g,?,w,f,f,k
p,b,h,n,k,?,w,?,?,t,?,k
e,x,d,e,w,y,w,?,?,f,f,?
p,x,g,w,w,?,n,?,?,f,f,?
e,x,d,o,n,y,w,?,?,f,f,?
p,s,t,r,w,?,r,?,?,f,f,?
