@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
p,4.04,y,6.66,6.54,w,f,d
p,4.49,o,5.31,6.66,o,f,g
e,10.36,l,2.37,14.64,w,f,d
p,7.07,e,6.4,10.35,n,f,d
e,6.4,p,5.22,17.31,w,f,d
p,7.42,w,11.74,11.8,w,l,d
e,15.91,o,15.6,33.31,w,f,d
e,5.86,n,5.21,7.63,w,f,l
e,4.08,r,5.76,6.61,l,f,l
e,9.89,n,9.24,16.73,w,p,d
p,3.1,n,5.44,4.34,w,f,d
e,6.16,n,3.43,16.1,n,f,d
e,12.04,w,6.03,16.69,w,f,d
e,3.74,w,3.9,5.88,w,f,g
e,7.36,y,5.68,11.79,w,g,d
p,1.49,n,4.92,2.38,n,f,g
e,4.15,n,6.86,4.23,w,f,d
p,3.16,u,4.27,5.32,u,f,l
p,6.33,n,5.07,7.16,n,f,d
e,6.37,n,7.99,62.9,n,f,l
p,9.93,y,7.41,21.62,e,f,d
e,7.73,n,8.52,12.14,n,f,d
e,9.25,n,6.49,20.89,u,f,d
e,8.26,p,8.16,17.58,w,f,d
p,3.29,n,3.36,6.16,n,f,d
p,2.35,n,7.59,3.1,y,f,g
e,8.98,u,4.71,15.95,w,f,d
e,7.38,w,3.28,8.86,w,f,d
p,6.79,p,3.83,9.36,p,f,d
e,6.93,n,7.05,10.3,n,f,d
p,3.57,u,6.44,5.25,u,f,d
e,9.23,e,8.3,27.53,n,e,d
p,4.67,y,4.13,6.16,n,f,d
e,1.41,u,6.31,4.19,w,f,d
e,7.66,n,5.62,23.18,n,e,d
e,7.03,e,5.28,10.76,e,f,d
p,5.9,n,3.17,6.25,n,f,d
p,5.21,o,3.18,6.73,o,f,d
e,3.49,n,7.17,7.48,w,f,d
e,4.12,n,6.0,5.52,n,r,d
e,11.07,n,8.11,22.3,n,f,d
e,6.7,b,7.9,12.24,n,f,l
p,7.51,n,8.49,17.11,w,p,d
p,6.93,n,6.95,11.45,n,f,d
p,2.29,u,3.4,3.23,w,f,p
p,2.11,o,3.23,5.63,o,f,h
e,11.23,y,5.33,19.84,w,f,d
p,7.93,o,8.12,16.06,y,r,d
p,2.48,n,3.39,5.35,n,f,d
p,1.16,n,1.71,2.52,n,f,d
e,19.21,n,31.31,22.49,n,m,d
p,2.62,g,0.0,0.0,f,f,d
p,16.17,w,6.84,31.59,w,f,d
e,3.64,p,4.21,6.32,e,f,g
p,9.64,n,3.39,24.75,n,f,d
p,3.15,o,3.64,6.01,n,f,d
e,19.16,n,20.41,82.65,n,f,d
e,10.01,y,8.02,11.36,n,?,d
p,3.28,w,3.77,2.5,w,f,g
p,3.0,g,2.85,7.86,w,f,g
e,5.12,w,8.14,10.65,w,?,d
e,10.16,n,9.2,16.94,w,p,d
e,3.1,n,6.72,6.4,w,f,d
p,10.77,r,11.13,15.34,w,p,d
p,9.18,p,8.87,16.17,p,f,d
p,4.76,e,6.74,4.74,n,f,l
p,2.46,k,9.72,2.44,g,f,g
p,7.01,n,5.67,7.46,n,f,d
p,6.33,n,8.21,12.59,w,z,d
p,4.71,w,5.83,11.7,w,f,g
e,6.24,g,5.77,11.13,g,f,d
p,3.39,k,3.16,14.82,g,f,d
e,6.01,n,7.1,5.05,g,l,d
e,5.22,g,4.96,17.79,n,f,l
e,11.0,o,5.35,18.55,w,f,d
e,7.6,n,6.62,15.56,y,f,d
e,5.51,n,5.74,4.64,n,f,d
e,8.0,n,9.32,15.24,n,?,d
e,4.32,o,4.74,11.82,n,f,d
e,5.9,n,10.85,23.38,w,f,d
e,3.48,n,6.53,5.83,w,f,d
p,4.3,w,0.0,0.0,f,f,d
e,9.81,n,7.76,19.04,u,f,d
p,5.08,y,5.19,12.29,y,f,d
p,0.96,y,2.4,2.2,n,f,g
p,12.73,r,4.94,23.95,r,f,d
p,14.51,n,8.51,33.26,y,f,d
e,4.49,n,6.08,12.76,e,f,d
e,3.94,n,6.03,7.25,w,f,d
e,8.01,n,6.49,12.89,n,f,d
p,12.24,n,11.12,14.93,w,e,d
e,18.58,e,16.52,36.01,w,f,d
p,7.99,y,7.9,17.62,n,f,d
p,9.82,e,7.42,20.11,u,f,d
e,10.95,y,6.62,19.16,p,f,d
p,8.04,w,8.13,13.61,w,l,d
p,6.12,g,6.41,14.9,n,f,d
e,3.95,n,7.36,7.03,n,?,d
e,54.81,y,5.47,25.02,k,f,d
p,15.93,w,7.89,30.34,w,f,d
e,42.28,y,5.49,31.74,n,f,d
p,3.76,u,6.99,6.68,u,f,l
p,10.25,e,2.21,21.74,n,f,d
p,7.79,p,4.83,10.35,p,f,d
p,2.4,o,3.01,5.32,y,f,h
p,1.37,n,4.81,2.21,n,f,g
e,13.52,n,10.07,28.47,n,e,d
p,1.66,k,4.07,2.34,w,f,g
p,15.12,e,17.03,17.2,w,g,d
p,7.4,y,6.63,20.05,e,f,d
e,3.74,n,4.48,10.76,n,f,d
e,13.72,r,8.52,25.17,n,f,d
e,3.11,n,4.43,9.8,n,f,d
e,9.09,l,7.38,17.18,w,f,d
e,7.88,n,8.65,12.02,n,f,d
p,7.48,w,8.49,14.95,w,l,d
p,7.24,n,12.88,16.02,w,f,d
p,7.02,r,6.5,10.73,w,f,d
e,6.91,y,7.79,17.51,y,f,d
p,7.64,w,7.88,13.47,w,l,g
e,3.0,b,6.61,4.57,w,f,d
p,1.45,n,4.8,2.62,n,f,g
p,6.64,n,7.12,14.16,w,p,d
p,2.85,r,6.69,7.53,w,e,m
e,5.24,n,5.35,5.92,n,r,d
p,6.27,n,5.63,8.19,n,f,d
e,7.67,n,8.82,13.0,o,f,d
p,3.69,n,3.38,5.23,o,z,d
e,14.5,n,9.9,16.86,w,?,g
p,7.0,n,7.22,12.09,w,p,d
p,3.13,g,3.08,14.45,g,f,d
e,15.12,n,9.85,17.23,w,?,d
p,10.31,n,5.32,25.11,n,f,d
e,0.77,n,5.06,0.88,n,f,h
p,5.79,e,7.9,10.03,y,z,d
e,2.39,b,6.28,4.5,w,f,d
e,5.89,u,3.72,14.32,w,f,d
p,5.0,n,13.29,7.19,w,?,g
p,10.22,n,10.94,21.96,u,f,d
p,2.14,n,7.36,2.5,y,f,g
e,7.85,w,5.74,30.66,w,f,m
e,4.68,y,5.16,15.12,y,f,d
p,5.74,w,10.49,10.97,w,e,d
p,7.5,g,9.12,22.3,g,f,d
e,9.77,y,5.72,23.46,n,e,d
e,5.7,w,5.66,11.23,y,g,d
e,10.52,w,5.68,24.38,w,f,d
p,7.14,n,6.24,10.95,n,f,d
p,6.62,y,1.28,14.4,y,f,d
p,4.27,n,5.28,2.98,n,f,l
p,4.41,e,5.22,6.94,e,f,d
e,4.36,o,6.09,10.7,e,f,d
p,2.33,n,7.81,2.82,y,f,g
p,4.27,n,6.54,5.28,w,?,g
e,10.39,n,8.33,17.85,n,p,d
e,10.27,y,7.83,26.19,n,e,d
e,4.26,o,5.07,12.3,n,f,d
p,6.82,w,8.26,13.96,w,l,g
p,1.02,n,3.2,2.45,n,f,m
e,6.68,g,10.94,26.76,w,f,d
p,7.35,y,6.35,12.0,w,f,d
e,7.51,n,6.91,9.8,w,f,m
e,11.56,n,8.07,22.53,n,f,d
p,6.52,n,6.72,15.62,n,f,d
p,2.55,w,2.87,7.16,w,f,g
p,5.72,e,7.17,7.5,y,f,g
p,4.48,w,3.19,13.07,y,f,d
e,19.23,n,16.72,61.48,n,f,d
p,0.79,n,2.87,2.17,n,f,m
p,7.44,e,6.49,9.94,e,f,d
p,5.24,w,2.77,11.97,y,f,d
p,2.58,k,4.13,14.72,n,f,d
e,17.36,w,32.03,22.64,n,m,m
p,19.54,w,6.67,29.06,w,f,d
p,13.49,o,9.54,22.31,y,r,d
e,9.81,n,6.34,10.49,n,f,m
e,7.98,n,7.69,14.37,g,f,g
e,5.21,g,4.58,7.26,w,f,d
p,6.62,e,6.66,17.94,w,f,d
e,19.28,w,25.76,20.92,n,m,d
p,6.41,e,5.53,7.33,e,f,d
p,1.48,n,4.1,1.57,n,f,d
p,2.57,n,5.98,2.44,n,f,d
p,2.06,l,3.72,2.4,w,f,g
e,1.64,n,5.38,1.58,g,f,d
e,8.97,g,7.55,20.0,u,f,g
p,0.98,y,3.47,2.43,n,f,m
p,0.82,p,3.88,1.02,k,f,d
p,10.3,n,7.33,23.04,u,f,d
e,4.42,y,4.09,8.88,w,f,d
p,4.65,k,6.68,7.24,o,f,m
e,7.3,n,6.57,16.34,n,p,d
p,7.91,p,4.4,10.38,p,f,d
e,6.86,n,5.56,8.64,w,f,h
p,3.23,g,0.0,0.0,f,f,d
e,6.87,y,7.07,14.2,w,f,d
e,10.3,n,8.4,20.59,n,f,d
e,6.01,b,8.43,11.59,n,f,l
e,3.46,w,4.95,3.34,y,f,g
e,8.01,n,5.95,9.77,w,f,d
p,3.2,w,3.74,3.78,w,f,p
p,6.25,n,6.06,15.33,w,f,d
e,10.15,w,5.69,17.21,w,f,d
p,1.58,n,4.17,1.75,n,f,d
p,8.81,w,15.76,17.76,w,f,d
p,7.5,n,8.88,15.87,w,p,d
e,8.41,n,8.49,16.81,n,p,d
e,9.74,l,2.27,14.48,w,f,d
e,4.89,y,4.67,9.66,w,f,d
p,6.31,n,5.57,6.33,n,?,d
p,4.36,y,6.88,7.88,w,f,d
p,4.3,y,1.32,14.41,y,f,d
p,4.76,y,6.97,5.63,n,f,d
e,1.49,g,5.3,2.51,w,f,d
e,18.15,k,7.09,21.72,w,f,d
e,3.73,e,4.42,6.45,o,f,m
e,5.42,y,5.1,13.94,y,f,d
e,10.33,w,5.26,23.7,w,f,d
p,4.17,o,4.2,5.75,n,z,d
e,7.58,g,7.22,12.91,w,f,g
p,11.11,y,9.04,32.71,e,f,d
p,3.12,w,3.62,2.67,w,f,g
p,3.8,n,6.12,9.34,w,z,d
p,3.38,n,4.95,4.31,w,f,d
p,3.28,n,3.64,5.81,n,f,d
p,5.87,p,4.62,13.27,y,f,d
p,10.4,w,9.95,12.72,w,f,h
e,1.45,n,4.75,1.36,g,f,l
e,6.65,y,5.85,13.65,y,f,d
p,8.92,u,7.53,21.44,y,f,d
p,5.26,y,6.36,13.73,e,f,d
p,2.32,y,7.37,6.16,y,z,d
e,3.99,n,4.76,11.08,y,f,d
p,9.24,y,5.01,12.81,w,f,d
e,1.45,n,4.97,1.58,g,f,l
e,10.88,n,7.63,10.23,n,f,d
e,7.41,y,7.65,20.99,w,f,d
p,6.18,e,6.12,17.52,w,f,d
e,7.89,g,6.18,19.65,n,f,d
e,1.54,n,4.46,1.34,g,f,l
p,9.36,r,7.15,13.27,w,f,d
e,11.18,l,8.57,19.74,b,f,l
p,9.17,e,4.07,25.93,n,f,d
p,2.06,n,5.5,2.02,g,f,d
p,24.12,e,5.29,44.38,n,f,d
p,6.58,y,6.27,13.86,y,f,d
e,1.64,n,4.85,1.39,g,f,d
e,6.54,n,7.31,10.51,n,f,l
e,7.69,e,7.24,25.9,n,e,d
e,7.45,n,5.0,13.07,w,r,w
p,9.74,n,10.25,17.12,n,f,h
e,5.07,b,6.65,9.44,n,f,l
p,9.88,w,18.37,19.28,w,f,d
p,2.66,w,7.23,3.51,n,f,d
p,1.5,n,4.92,1.48,n,f,d
p,1.44,n,3.61,1.59,n,f,d
e,2.62,b,5.91,4.39,w,f,d
p,4.61,e,6.88,6.93,o,f,m
p,1.54,n,5.19,1.82,n,f,h
e,4.21,u,4.85,5.99,g,f,d
p,5.35,e,6.57,15.75,e,f,d
e,6.07,n,6.58,9.98,n,f,l
p,9.35,u,8.35,20.22,e,f,d
p,7.54,y,6.31,16.04,y,f,d
p,2.71,g,3.46,14.0,g,f,d
e,6.9,n,10.94,24.19,w,f,d
e,6.05,w,3.4,8.81,w,f,g
p,9.78,n,9.28,15.29,n,f,h
p,0.83,o,3.76,0.76,y,f,d
p,5.29,e,6.81,7.41,y,f,g
e,11.15,l,6.98,17.86,u,f,d
p,0.81,o,5.76,1.16,y,f,g
e,9.88,e,6.7,22.66,n,e,d
p,9.63,w,6.73,15.8,n,f,d
p,3.83,u,3.82,8.13,w,f,d
p,5.98,e,7.01,9.34,e,z,d
p,5.81,n,5.22,5.7,n,?,d
p,4.34,n,6.9,4.68,w,f,d
p,7.77,p,6.53,12.28,p,f,d
p,6.11,g,5.46,9.06,n,f,d
p,3.83,n,6.46,4.73,w,f,d
e,5.92,n,6.13,6.89,n,r,d
p,6.95,n,5.66,7.36,n,f,d
p,3.79,o,4.81,6.05,o,z,d
p,8.55,w,16.25,17.37,w,f,d
e,4.96,n,3.58,11.27,w,l,w
p,10.55,o,12.8,25.25,y,r,d
e,5.95,u,4.94,15.85,w,f,d
e,5.5,g,6.58,4.28,g,f,d
p,3.88,n,10.1,5.94,w,?,g
p,4.22,n,2.1,3.47,n,f,d
p,1.14,w,3.36,1.52,e,f,l
p,5.54,n,3.33,4.98,n,f,d
p,1.36,y,1.91,2.47,n,f,d
e,9.25,n,11.7,17.18,w,g,d
e,6.99,n,6.61,5.62,w,l,d
e,9.63,w,14.48,12.31,w,e,d
p,5.4,n,6.37,6.55,e,f,d
p,5.63,e,3.96,15.57,w,f,d
e,10.37,p,5.54,16.71,w,f,d
p,1.65,n,4.25,1.44,n,f,h
p,6.88,w,13.36,12.23,w,e,d
p,0.8,p,4.33,1.04,k,f,d
p,6.19,e,7.33,9.15,y,z,d
e,9.49,n,9.08,16.38,w,p,d
p,9.05,n,9.32,10.44,y,?,d
p,6.95,n,1.52,15.48,n,f,d
p,1.29,y,3.74,5.37,y,f,d
p,1.21,n,4.14,2.62,n,f,g
e,4.0,n,4.95,10.14,n,f,d
p,2.59,u,3.68,3.28,u,f,p
e,8.38,g,7.66,14.65,g,f,g
p,9.92,n,3.64,27.14,n,f,d
p,7.25,p,4.92,10.74,p,f,d
e,22.63,e,17.95,37.69,w,f,d
e,7.25,y,5.32,11.72,y,f,d
p,9.03,e,6.46,18.23,w,f,d
e,5.13,n,6.84,56.89,n,f,l
p,7.95,r,6.33,13.84,w,f,d
p,9.98,p,8.53,15.87,p,f,d
e,3.22,w,4.7,2.88,y,f,g
e,8.8,n,6.2,15.95,n,p,d
p,7.27,n,7.12,7.52,n,z,g
p,6.28,n,7.72,11.83,w,p,d
e,11.02,y,8.97,17.2,y,?,d
e,18.42,n,16.28,34.64,w,f,d
e,8.3,n,6.3,12.53,n,f,g
e,7.01,y,5.51,14.54,w,f,d
e,7.14,w,5.49,11.98,w,g,d
e,2.64,n,6.39,2.89,w,f,d
p,5.4,n,3.71,6.33,n,f,d
e,6.01,w,5.85,12.15,w,g,d
p,3.99,y,0.0,0.0,f,f,d
p,5.0,e,7.16,7.83,o,f,m
p,3.19,w,3.74,8.62,w,f,g
e,2.98,g,3.92,5.55,g,f,d
p,8.67,n,10.31,15.21,n,f,d
e,6.24,g,6.4,19.31,n,f,d
e,8.33,g,6.56,21.14,w,f,d
e,3.17,n,6.91,7.39,w,f,d
p,9.42,y,5.78,16.37,n,f,d
p,3.02,g,8.64,2.52,g,f,g
e,8.4,g,6.19,17.21,u,f,l
p,3.44,n,5.62,10.93,w,z,d
p,3.93,e,4.65,6.33,e,f,d
e,12.56,w,6.72,26.64,w,f,d
p,6.08,y,7.37,7.97,w,f,d
p,9.7,n,12.48,15.71,n,f,d
e,8.72,n,7.76,8.96,w,f,d
e,17.38,o,16.4,31.84,w,f,d
e,3.84,g,5.15,6.29,n,f,d
p,4.03,n,7.71,4.43,n,f,l
p,8.58,n,10.99,31.21,n,f,d
e,5.88,n,4.96,7.99,w,f,l
p,1.54,n,4.72,2.57,n,f,g
p,1.49,n,6.92,2.93,y,f,g
e,3.04,y,6.27,7.37,y,f,d
e,4.19,n,6.03,7.28,w,f,d
p,5.29,o,3.39,6.03,y,f,d
p,5.31,w,7.16,12.48,w,f,g
p,8.02,y,6.92,12.89,w,f,d
p,1.34,n,4.29,1.25,n,f,h
e,5.98,b,6.18,9.3,n,f,l
e,4.71,w,5.73,11.5,y,g,d
e,9.51,n,7.34,9.25,w,f,d
e,6.15,n,13.36,13.32,w,f,d
e,4.24,y,6.79,8.12,o,f,d
p,2.29,n,6.37,3.63,n,f,g
p,7.86,n,8.32,16.44,w,p,d
p,4.86,n,6.0,5.87,n,f,d
e,3.25,n,7.67,3.6,w,f,d
p,4.87,w,6.2,12.36,w,f,d
e,11.67,n,9.17,17.97,w,p,d
e,8.96,n,4.04,19.03,n,f,d
p,7.51,p,4.53,9.8,p,f,d
e,17.33,n,14.18,68.83,n,f,d
p,5.3,n,5.29,6.4,y,?,d
p,8.92,n,8.62,8.73,n,z,g
e,5.79,n,12.16,13.36,w,f,d
p,0.82,w,3.04,1.23,e,f,d
p,7.31,y,4.63,14.89,y,f,d
e,17.0,w,7.86,23.88,w,f,d
e,4.54,e,4.24,7.09,o,f,g
p,8.91,p,7.87,14.55,p,f,d
e,7.53,n,6.14,10.45,n,f,m
p,5.17,o,2.57,6.21,y,f,h
p,2.44,u,3.73,3.57,u,f,d
p,3.64,e,5.05,5.68,e,f,d
p,6.68,u,6.78,16.57,e,f,d
p,3.87,u,4.07,7.03,w,f,d
p,2.72,g,3.68,8.47,w,f,g
p,6.24,n,10.84,11.91,w,z,g
p,6.96,e,4.83,16.03,w,f,d
p,15.23,n,11.58,36.57,y,f,d
e,5.75,n,4.65,7.98,w,f,d
p,8.64,n,10.2,10.53,w,f,h
p,1.75,n,7.44,2.54,y,e,m
p,7.49,r,4.37,11.67,g,f,d
p,11.46,o,13.28,25.69,y,r,d
e,9.21,n,8.98,17.33,w,p,l
e,5.97,n,4.95,9.29,w,f,l
p,6.27,n,6.09,11.62,n,f,l
e,8.65,k,4.85,15.88,w,f,d
p,10.83,w,11.3,13.36,w,f,d
e,1.45,n,4.88,1.55,g,f,l
e,6.85,y,6.45,14.11,w,f,d
p,0.96,w,3.09,1.42,e,f,l
p,2.37,g,0.0,0.0,f,f,d
p,4.03,y,6.07,7.87,o,f,g
p,10.37,n,10.83,29.74,n,f,d
p,6.65,y,8.1,8.0,n,z,d
p,14.4,n,6.07,35.46,k,f,d
p,4.49,o,5.01,6.59,n,z,d
e,8.33,y,7.94,14.38,n,?,d
e,5.29,b,5.32,12.0,w,f,g
p,4.58,y,5.75,15.75,y,f,d
p,0.69,o,3.49,0.72,w,f,d
p,4.75,y,6.63,6.81,w,f,d
e,9.67,n,5.5,13.91,w,r,w
e,8.64,n,6.92,12.7,g,f,g
e,4.12,u,4.33,6.68,g,f,d
p,1.44,n,4.84,2.37,n,f,g
p,14.1,n,11.6,17.23,w,g,d
e,8.32,n,5.95,11.94,n,f,g
e,3.84,w,4.72,3.57,y,f,g
e,4.2,y,7.23,8.46,o,f,d
p,2.4,n,5.5,2.28,n,f,d
p,8.11,p,4.84,10.79,p,f,d
e,5.18,l,6.78,9.05,w,f,d
e,11.01,w,6.0,26.46,w,f,d
e,13.5,g,9.4,25.74,w,f,d
e,8.13,n,7.36,13.42,g,f,g
e,5.41,y,6.63,14.24,y,f,d
e,6.15,b,5.45,11.78,w,f,m
p,4.51,o,0.0,0.0,f,f,d
e,3.26,n,5.93,6.78,w,f,d
e,4.06,n,6.16,11.02,n,f,d
p,8.23,n,15.55,19.15,w,f,d
p,7.87,r,11.05,17.34,w,p,d
p,5.13,k,6.39,7.69,y,f,m
p,8.25,p,7.94,13.87,p,f,d
p,16.26,n,6.85,36.19,k,f,d
p,7.99,e,6.65,17.58,w,f,d
e,3.97,n,4.45,3.29,y,f,g
p,3.59,n,0.0,0.0,f,f,d
e,6.76,n,12.42,11.68,n,f,d
e,3.43,p,4.42,5.37,n,f,d
p,3.88,n,6.0,4.53,w,f,d
e,6.35,n,5.62,7.33,w,f,l
p,3.11,n,3.94,3.33,w,e,d
e,3.78,n,5.24,5.25,o,f,d
p,2.41,w,3.52,3.71,u,f,d
e,4.9,n,6.56,62.04,n,f,d
e,9.86,n,8.19,13.43,n,f,g
e,12.3,w,2.42,16.84,w,f,d
e,3.62,n,5.49,39.7,n,f,l
p,3.1,n,10.98,5.33,w,?,g
p,6.21,e,6.85,8.43,o,f,m
e,9.35,w,5.33,17.52,w,f,d
p,19.67,o,6.82,50.55,n,f,d
p,15.52,k,4.79,25.54,n,f,g
e,9.79,n,8.09,10.52,n,f,d
p,3.07,g,3.15,8.03,w,f,g
e,12.07,e,8.04,27.24,n,e,d
p,14.16,n,4.98,31.03,n,f,d
e,10.11,n,9.3,18.51,w,l,l
p,10.57,n,6.64,18.9,n,f,d
p,11.01,e,3.33,22.18,n,f,d
p,0.76,y,3.16,2.1,n,f,m
p,8.69,n,8.25,25.04,n,f,d
e,1.71,g,4.84,2.43,w,f,g
p,3.55,e,4.47,5.35,e,f,d
e,0.93,w,2.56,1.39,w,f,d
e,6.62,g,5.75,20.64,n,f,l
p,8.59,n,9.23,19.01,g,f,d
e,2.42,o,3.88,5.84,o,f,m
e,21.24,n,17.94,34.56,w,f,d
p,5.76,n,4.65,6.25,n,?,d
p,10.85,n,8.8,29.43,w,f,d
p,8.02,n,9.17,12.7,n,f,d
p,3.56,n,4.2,3.33,n,f,g
p,10.52,n,3.3,25.1,n,f,d
p,2.12,g,4.73,1.83,n,f,d
p,7.53,n,8.09,7.94,n,z,d
p,1.0,n,3.2,2.08,n,f,m
p,1.7,n,5.28,1.59,n,f,d
e,2.66,w,3.15,5.38,w,f,g
p,4.92,w,5.44,28.18,w,f,p
e,5.03,w,5.35,12.73,w,e,m
e,12.97,g,7.7,25.86,w,f,l
e,4.55,n,7.99,10.12,w,?,g
p,14.86,e,17.03,17.44,w,p,d
p,7.02,p,4.23,9.86,p,f,d
e,3.9,o,6.44,6.01,n,f,d
e,0.84,g,3.51,1.68,w,f,d
p,1.98,u,2.83,3.27,u,f,p
e,3.68,n,5.73,6.68,w,f,d
p,0.73,o,4.07,0.93,o,f,g
p,2.08,o,3.31,5.28,y,f,m
p,8.19,r,4.54,12.8,r,f,d
p,7.63,n,10.57,6.19,n,f,d
e,8.27,n,9.41,22.87,w,f,d
e,3.0,n,5.84,2.17,w,f,d
p,11.58,y,6.87,16.18,n,f,d
e,6.81,y,8.55,15.4,y,?,d
e,11.91,o,7.16,17.71,w,f,d
p,2.76,u,2.85,3.36,u,f,p
e,7.89,o,7.53,14.18,w,f,m
e,8.71,n,11.88,23.6,w,f,d
p,4.26,y,7.39,7.12,y,z,d
e,4.05,p,5.15,6.07,g,f,d
p,8.84,n,10.07,19.86,g,f,d
e,8.49,w,5.87,14.44,w,e,g
e,5.01,g,4.29,7.39,w,f,d
e,5.47,n,4.66,12.02,w,l,w
p,4.47,p,3.14,11.77,y,f,d
e,1.45,n,4.61,1.46,g,f,l
e,9.67,e,8.19,23.14,n,e,d
p,2.53,n,6.2,2.57,n,f,d
p,1.53,n,1.96,2.31,n,f,h
p,7.68,y,6.1,11.38,w,f,d
p,7.76,e,6.49,18.17,w,f,d
p,7.79,p,4.2,9.63,p,f,d
e,6.64,n,8.31,12.28,n,f,d
e,7.09,n,6.2,10.66,n,f,g
e,5.99,k,4.84,9.82,g,f,d
e,7.32,g,12.01,26.98,w,f,d
e,4.9,o,4.97,5.81,o,f,d
p,1.6,g,4.91,1.97,n,f,d
p,20.16,e,6.05,33.39,n,f,d
e,4.26,n,4.56,7.19,w,f,h
p,3.47,g,3.29,7.91,w,f,g
e,4.39,y,6.85,7.32,y,f,d
p,0.78,e,4.53,1.13,k,f,d
p,2.99,k,8.28,2.44,g,f,g
e,12.74,w,21.79,12.37,w,e,d
e,17.1,w,6.36,19.88,w,f,d
p,5.57,l,6.37,8.34,l,e,g
p,1.22,n,4.74,2.57,n,f,g
e,9.18,n,6.72,11.72,n,f,d
p,5.6,w,5.91,11.75,w,f,g
e,5.24,b,6.67,9.21,n,f,l
e,16.23,w,11.8,18.49,w,l,m
e,15.9,n,16.26,34.0,w,f,d
e,4.05,n,5.0,3.16,y,f,g
p,2.73,u,3.97,3.73,w,f,d
p,2.79,g,0.0,0.0,f,f,d
p,0.55,y,3.25,0.58,y,f,d
e,6.75,n,6.72,13.26,w,f,d
e,4.87,l,6.25,8.23,l,f,d
p,3.46,e,5.1,5.25,e,f,d
p,3.51,n,0.0,0.0,f,f,d
e,1.44,n,5.06,2.57,w,f,d
e,6.78,n,8.98,12.75,n,f,d
p,15.19,e,17.42,17.67,w,p,d
p,11.35,o,10.87,21.21,o,r,d
p,3.59,g,3.64,15.36,n,f,d
p,9.29,w,6.88,16.26,n,f,d
e,7.81,n,5.71,11.84,n,f,h
p,5.29,g,0.0,0.0,f,f,d
p,3.66,n,6.14,4.63,w,f,d
p,2.67,n,3.66,6.71,n,f,d
e,4.7,w,8.33,9.9,w,?,d
p,7.62,y,11.35,9.35,n,?,d
p,7.5,n,9.57,31.34,n,f,d
p,1.68,o,2.03,4.27,y,f,h
p,3.55,e,4.67,5.87,e,f,d
p,6.79,e,12.99,7.17,n,f,d
p,4.1,n,5.74,4.25,n,f,g
e,3.24,w,3.02,5.98,w,f,g
p,0.64,e,3.41,0.97,k,f,d
e,6.0,y,5.91,15.32,y,f,d
p,7.23,n,7.1,23.96,n,f,d
p,2.13,l,3.6,2.57,w,f,g
p,4.97,e,8.68,10.16,n,z,d
p,4.02,n,10.44,6.39,w,?,g
p,3.86,n,4.71,6.37,n,z,d
e,7.62,w,3.53,7.77,w,f,d
e,10.26,w,6.07,16.71,w,f,d
e,8.25,e,6.66,23.55,n,e,d
e,7.72,g,7.27,14.05,g,f,d
e,6.85,w,6.15,12.79,w,g,d
e,6.25,n,5.58,7.89,w,f,h
e,1.4,y,5.91,2.25,y,f,h
e,15.83,k,7.29,26.04,w,f,d
p,14.05,n,8.03,26.78,y,f,d
e,6.38,n,7.78,13.95,y,f,d
p,2.79,e,7.67,2.72,n,f,d
e,6.54,n,11.06,11.07,w,f,d
p,0.72,o,4.94,1.0,o,f,g
p,8.1,e,6.76,18.47,w,f,d
e,2.73,n,5.62,2.56,w,f,d
e,17.29,n,25.59,21.9,n,m,m
p,8.45,r,4.77,14.1,g,f,d
p,0.86,e,4.47,1.04,k,f,d
p,3.14,w,3.55,2.63,w,f,g
p,10.14,y,6.96,16.25,n,f,d
p,23.52,o,7.44,48.09,n,f,d
p,12.76,n,10.64,12.26,w,e,d
e,5.14,n,5.84,3.7,g,f,d
e,4.52,y,5.74,14.68,y,f,d
p,3.92,y,9.55,8.22,y,z,d
p,8.16,w,8.49,15.37,w,l,g
e,6.56,o,5.68,11.78,w,f,m
p,12.91,n,7.77,19.77,n,f,d
p,6.48,n,11.97,7.03,n,f,d
e,3.44,n,5.31,5.87,w,f,d
p,4.77,e,5.58,5.6,k,f,g
p,2.61,n,8.37,2.58,w,f,d
e,3.35,n,4.24,9.38,y,f,d
e,3.42,n,5.93,6.38,w,f,d
p,7.8,r,10.85,15.22,w,g,d
p,6.6,y,6.21,15.49,y,f,d
e,6.32,y,6.83,14.86,y,f,d
e,4.03,l,4.73,6.64,l,f,l
p,5.44,n,7.72,11.56,w,z,g
e,4.86,w,6.95,4.55,w,f,d
e,9.28,g,6.31,17.43,u,f,l
p,3.09,p,4.95,6.09,y,f,g
e,5.69,w,3.27,7.37,w,f,g
e,6.22,b,6.56,11.34,w,f,d
p,12.97,w,6.67,24.39,w,f,d
e,7.63,n,6.73,15.22,n,?,d
p,4.32,n,5.86,4.85,g,f,m
e,12.86,g,9.48,26.47,w,f,l
