@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
p,8.74,x,e,n,a,n,11.69,14.88,n,f,d
e,8.93,x,h,y,p,y,8.36,16.65,y,?,d
e,5.52,x,h,y,x,y,6.57,12.36,w,f,d
e,8.37,x,?,g,s,p,7.22,21.75,u,f,d
p,13.26,s,t,r,d,n,6.07,15.48,n,f,h
p,5.08,f,?,n,d,w,5.65,10.11,n,f,d
e,9.15,s,?,n,?,w,4.43,21.28,n,f,d
e,8.72,p,s,w,e,p,23.97,12.77,w,e,g
p,4.32,f,?,u,a,w,5.11,7.38,y,f,d
p,2.69,s,s,w,d,w,3.09,8.36,w,f,g
p,3.62,x,?,b,x,w,3.87,6.02,w,f,d
p,2.51,b,?,n,a,k,7.63,2.24,g,f,g
e,5.84,c,t,n,e,w,12.21,11.36,w,f,d
p,5.64,f,k,n,a,n,5.15,6.68,n,?,d
p,6.68,x,y,w,?,n,7.56,13.14,w,l,g
p,3.18,o,l,g,f,f,0.0,0.0,f,f,d
e,6.94,x,d,e,p,y,5.54,12.14,y,f,d
p,1.66,b,g,n,?,n,4.5,2.57,n,f,g
p,9.09,x,y,n,a,n,8.72,9.43,n,?,d
e,5.89,c,h,n,e,w,11.22,11.94,n,f,d
e,11.31,x,e,l,x,w,9.1,26.12,w,f,d
p,8.3,x,i,n,a,k,9.21,8.53,n,z,d
e,4.61,x,?,w,x,w,8.44,9.56,w,?,d
e,8.29,x,d,y,p,y,6.55,15.02,y,f,d
e,9.75,p,i,n,e,p,8.96,17.43,w,l,l
p,10.12,x,e,n,a,n,12.14,15.07,n,f,h
p,6.22,x,k,n,d,y,5.39,6.57,y,?,d
e,6.2,x,?,y,e,w,5.78,11.43,w,g,d
e,6.89,x,i,n,e,n,4.41,12.74,w,l,w
e,8.29,p,?,n,a,w,8.43,14.72,g,f,d
e,12.73,f,s,y,x,n,8.04,22.77,w,f,d
p,5.46,x,t,y,a,y,6.8,9.39,o,f,g
p,5.31,x,h,l,s,g,5.51,6.97,n,e,g
p,3.31,f,d,b,x,y,4.46,3.05,n,f,l
p,13.61,x,d,y,a,o,13.1,24.93,y,r,d
e,8.07,f,s,n,s,w,6.63,10.18,w,f,d
p,2.21,b,?,g,a,n,7.92,2.28,n,f,g
p,15.65,x,k,w,d,w,5.52,26.31,w,f,d
p,7.33,b,t,w,e,w,12.17,11.73,w,l,d
p,9.96,s,t,p,d,p,8.21,14.61,p,f,d
p,8.53,f,h,r,?,w,11.12,15.33,w,p,d
p,2.97,x,s,w,d,w,2.93,7.74,w,f,g
e,7.86,x,t,y,x,y,8.62,17.79,w,f,d
e,3.98,x,?,w,x,n,7.53,6.65,n,?,g
e,12.49,f,?,g,d,y,2.52,16.68,w,f,d
p,10.38,x,y,o,a,o,13.44,25.53,y,r,d
p,3.94,x,t,l,s,u,6.4,7.99,w,e,d
p,3.18,x,i,e,?,e,4.69,5.72,e,f,d
e,7.14,f,?,n,s,p,5.53,17.42,u,f,g
p,8.83,x,t,n,a,w,11.54,25.11,w,f,d
e,1.03,p,g,g,?,g,3.45,1.55,w,f,d
p,2.27,b,w,p,a,r,4.97,5.83,r,f,g
p,7.85,s,?,o,d,o,4.73,12.71,w,f,d
e,13.72,x,e,l,x,w,9.04,26.47,w,f,d
e,4.27,b,g,g,a,g,5.08,3.77,g,f,d
e,15.29,f,?,b,d,y,2.55,17.63,w,f,d
e,5.88,x,y,n,e,w,4.46,9.27,n,f,d
p,1.15,s,s,y,f,f,2.52,4.6,y,f,d
e,7.07,x,h,n,a,n,4.84,3.97,g,l,d
p,2.21,x,s,o,d,o,3.2,5.94,o,f,h
e,11.57,x,?,n,?,w,11.97,18.65,w,g,d
p,1.67,x,g,n,d,n,2.8,2.7,n,f,d
e,8.81,s,?,n,?,w,4.26,21.37,n,f,d
e,9.79,x,s,n,e,g,8.82,16.06,w,l,m
p,0.72,x,g,e,a,p,4.31,0.96,k,f,d
e,5.51,f,s,n,s,w,5.44,9.41,w,f,d
p,3.24,b,?,n,a,k,9.83,2.51,g,f,g
p,3.85,f,w,u,a,u,6.73,6.56,u,f,l
e,10.57,f,y,n,?,w,7.68,25.92,n,e,d
e,11.69,p,w,n,p,w,11.57,52.56,n,f,d
e,13.27,x,s,w,e,n,11.22,18.28,w,r,m
p,6.78,x,s,n,s,g,4.62,6.22,n,f,d
p,1.61,o,k,n,?,n,4.34,1.37,n,f,d
p,11.88,x,e,y,a,o,14.73,23.19,y,r,d
e,6.68,x,t,n,p,y,6.35,12.1,n,f,g
p,3.01,f,w,p,a,y,4.86,6.13,y,f,g
p,3.72,o,?,w,f,f,5.32,31.76,w,f,d
e,7.5,x,y,n,e,w,5.93,9.49,n,f,d
p,2.19,p,t,n,a,n,7.14,2.3,y,e,m
e,4.02,x,?,n,x,n,8.11,7.75,n,?,g
e,8.05,s,?,n,?,w,4.25,22.86,n,f,d
p,9.18,b,y,w,?,k,15.46,18.21,w,f,d
e,12.36,s,?,w,d,y,5.86,27.37,w,f,d
p,4.16,x,k,w,s,p,4.22,3.47,n,f,g
p,13.43,s,k,w,d,w,8.95,29.28,w,f,d
p,6.9,x,e,e,a,w,9.23,11.06,e,z,d
e,4.88,x,y,n,s,w,4.44,7.35,w,f,d
p,27.07,x,g,n,p,y,6.64,52.56,n,f,d
p,8.95,x,h,r,?,w,11.11,14.2,w,g,d
p,6.33,b,t,w,e,w,12.22,13.3,w,e,d
p,2.84,o,?,k,f,f,3.04,14.69,n,f,d
p,9.34,x,e,n,a,n,10.17,12.62,n,f,d
p,3.65,f,d,n,x,w,5.11,3.26,n,f,l
e,4.87,x,?,l,d,r,6.64,8.31,r,f,d
p,12.57,s,t,k,d,n,5.33,27.15,r,f,d
p,5.46,s,d,o,d,y,3.33,6.47,o,f,h
e,4.65,x,t,n,p,n,6.04,12.96,e,f,d
e,4.55,x,?,y,a,o,5.15,9.56,w,f,d
p,14.51,f,h,e,e,w,16.7,15.98,w,p,d
p,24.2,x,g,k,p,y,6.21,48.44,n,f,d
e,18.4,x,d,n,p,n,17.63,36.57,w,f,d
e,7.82,x,?,n,a,w,8.3,15.29,g,f,d
p,0.84,b,t,n,?,g,2.65,2.35,n,f,g
p,6.94,x,y,w,?,p,7.81,13.63,w,l,d
e,2.24,x,?,u,?,w,6.21,4.64,w,f,d
e,6.45,s,l,n,f,f,6.93,46.64,n,f,d
e,4.41,x,?,n,x,w,7.85,9.28,w,?,g
e,8.09,o,?,n,?,w,4.35,22.3,n,f,d
e,7.09,x,h,y,p,y,7.45,13.34,y,?,d
e,9.78,f,s,y,a,w,9.37,13.91,n,?,d
p,6.17,s,t,p,d,p,7.52,13.97,p,f,d
e,3.92,b,g,w,x,w,4.53,3.13,y,f,g
p,29.69,f,g,n,p,y,6.58,46.02,n,f,d
p,17.44,f,d,n,d,y,7.24,41.17,n,f,d
e,7.14,f,?,y,a,w,5.97,13.95,g,f,d
e,6.11,x,s,b,d,o,7.07,12.75,w,f,m
e,3.47,x,t,n,d,o,5.71,7.2,o,f,d
p,6.2,f,h,r,?,w,10.13,11.2,w,g,d
e,0.92,b,g,g,?,g,3.3,1.61,w,f,d
p,2.27,x,i,k,a,p,4.46,2.47,w,f,g
p,3.18,o,?,k,f,f,3.28,13.08,n,f,d
e,11.09,s,?,w,d,w,6.18,24.63,w,f,d
e,5.41,f,s,n,s,w,4.59,9.52,n,f,g
p,6.58,x,?,g,x,n,8.99,19.81,u,f,d
e,6.05,f,w,y,f,f,5.05,15.5,y,f,d
p,7.68,x,y,w,?,p,7.86,12.7,w,l,g
p,10.42,x,e,n,p,e,8.14,27.85,e,f,d
p,2.8,b,w,u,a,u,5.0,3.71,u,f,l
p,7.03,o,k,o,?,o,1.5,15.15,n,f,d
e,4.44,x,h,o,a,w,6.31,5.76,o,f,d
e,5.78,x,t,g,a,n,5.57,4.28,w,l,d
e,11.68,s,s,y,x,n,6.51,23.51,p,f,d
p,18.14,x,k,w,d,w,7.11,29.7,w,f,d
p,12.73,s,s,n,d,y,5.44,32.38,k,f,d
e,4.07,s,?,n,f,f,7.03,7.69,y,f,d
e,3.05,x,h,e,a,o,4.28,5.67,e,f,m
e,54.6,o,y,y,p,y,6.54,41.62,k,f,d
p,3.52,x,h,o,a,n,4.01,5.94,n,z,d
e,17.42,x,t,n,p,y,13.39,59.74,n,f,d
p,2.35,p,t,n,a,g,7.14,2.59,y,e,m
e,7.73,s,?,y,a,w,5.55,13.39,w,f,d
e,9.23,x,h,n,p,y,7.38,21.12,n,f,d
p,8.6,p,y,n,?,k,15.57,18.77,w,f,d
p,1.23,x,g,y,d,n,1.27,2.19,n,f,d
e,4.04,f,h,n,?,k,6.97,7.5,w,f,d
e,9.82,f,s,k,a,w,5.12,15.63,w,f,d
e,4.35,x,?,w,x,w,6.82,4.36,w,f,d
p,9.5,f,?,n,x,w,10.27,12.83,w,f,h
p,10.11,o,?,e,f,f,3.8,25.9,n,f,d
e,2.73,f,y,n,d,p,7.7,3.25,n,f,h
e,7.79,x,t,n,p,y,6.57,12.11,n,f,h
e,11.02,f,?,n,?,w,11.3,21.52,w,g,d
p,2.28,x,i,k,a,w,3.65,2.53,w,f,g
p,11.91,x,?,n,e,w,11.11,15.2,w,g,d
p,6.51,x,i,n,a,n,7.72,11.53,n,f,h
e,5.72,s,l,n,f,f,7.84,64.96,n,f,d
p,4.07,f,l,e,x,y,6.16,4.39,y,f,l
e,10.51,f,y,n,?,w,7.72,26.23,n,e,d
e,10.02,x,s,n,e,p,6.2,9.38,n,f,d
p,6.61,x,w,n,x,w,12.27,7.14,n,f,d
p,5.73,c,e,w,x,r,6.22,12.75,w,f,g
e,7.92,x,d,y,p,y,7.19,14.85,y,f,d
p,4.78,s,?,n,d,p,5.94,5.55,e,f,d
p,14.43,s,t,k,d,n,5.06,25.16,g,f,l
p,15.13,x,h,e,e,w,18.75,18.33,w,p,d
e,8.11,o,?,n,?,w,5.31,26.54,n,f,d
e,7.86,x,s,n,e,p,7.1,9.72,n,f,d
e,4.47,x,y,n,e,p,3.32,10.64,w,r,w
p,8.54,f,y,u,s,y,6.86,19.3,y,f,d
e,15.47,s,e,n,d,w,6.79,24.36,w,f,d
e,11.96,x,y,e,?,w,7.98,23.89,n,e,d
p,5.9,x,e,e,a,w,7.28,10.08,e,z,d
p,6.23,p,g,n,e,w,6.69,13.28,w,p,d
p,20.89,f,d,k,p,y,6.28,45.49,n,f,d
p,2.12,f,s,o,d,y,2.87,5.74,o,f,m
e,4.34,f,s,n,x,w,5.69,9.24,n,f,l
p,4.38,f,?,n,x,p,7.84,4.47,p,f,d
e,6.85,x,h,n,p,y,5.81,11.23,n,f,h
p,1.52,b,h,n,a,n,4.79,1.5,n,f,g
e,3.44,s,?,n,f,f,6.58,7.88,y,f,d
p,3.83,b,t,r,s,n,6.04,6.97,n,e,g
e,7.25,f,s,n,x,w,7.2,10.11,n,f,l
p,10.26,x,t,n,a,w,7.29,27.85,w,f,d
p,2.0,b,g,w,?,n,6.03,2.61,n,f,d
p,3.29,o,s,g,f,f,0.0,0.0,f,f,d
e,7.91,f,?,g,d,w,2.35,14.52,w,f,d
p,2.93,f,w,n,d,y,3.41,5.86,n,f,d
p,9.13,f,h,r,?,w,11.1,13.44,w,p,d
p,6.81,x,?,n,d,w,5.6,10.25,n,f,d
e,3.71,x,t,n,d,o,5.4,7.04,w,f,d
p,1.58,x,?,n,?,n,4.73,2.65,n,f,g
e,6.04,x,d,w,s,w,5.88,23.17,w,f,d
e,1.4,x,t,n,a,w,6.15,2.27,y,f,g
e,13.96,x,s,w,a,y,8.03,22.6,w,f,d
e,12.2,f,e,g,a,w,9.06,25.56,w,f,l
p,6.61,x,?,n,d,w,5.93,10.76,n,f,l
e,6.19,x,d,n,p,y,4.59,14.27,y,f,d
p,3.79,f,d,b,x,w,5.11,3.17,n,f,l
p,13.79,x,?,g,e,w,11.66,15.83,w,g,d
e,7.01,f,h,o,s,n,8.92,13.3,n,f,d
p,6.59,x,i,n,a,k,7.18,7.61,n,z,g
e,3.64,x,?,y,a,y,4.14,9.31,w,f,d
e,9.03,f,s,u,a,w,4.18,15.75,w,f,d
e,10.77,s,t,p,d,o,6.21,17.4,w,f,d
p,1.68,b,?,n,a,g,4.96,1.96,n,f,d
e,16.09,x,w,n,p,y,17.6,77.1,n,f,d
e,5.62,x,t,n,p,n,6.21,13.11,e,f,d
e,17.64,p,d,o,p,n,16.5,36.5,w,f,d
e,1.4,f,w,g,?,g,5.01,2.4,w,f,d
p,9.33,x,y,y,a,y,11.22,12.02,y,?,d
e,2.5,f,y,n,a,p,6.47,3.3,n,f,h
e,4.3,f,g,g,a,g,5.94,3.93,n,f,d
p,4.96,b,s,o,e,y,5.89,6.72,k,f,m
p,14.27,s,t,k,d,b,5.1,24.22,r,f,d
e,6.82,x,l,w,d,p,3.44,8.78,w,f,d
e,4.52,f,h,n,?,n,5.96,6.8,w,f,d
p,4.03,f,y,p,e,n,4.49,3.57,w,e,m
p,7.31,x,i,n,a,n,8.45,8.73,n,z,g
p,1.42,o,k,n,?,n,5.04,1.81,n,f,d
e,9.84,x,t,n,p,n,8.39,18.9,n,p,d
e,1.15,b,g,g,?,g,2.44,1.45,w,f,d
e,11.03,x,s,n,d,w,8.03,11.81,n,?,d
p,16.44,f,s,e,p,y,5.07,31.04,n,f,d
p,9.1,x,e,n,p,o,5.47,21.21,e,f,d
p,7.31,f,w,p,s,p,4.54,9.83,p,f,d
p,7.4,s,d,e,d,w,8.4,9.66,n,f,d
e,0.74,x,g,e,a,w,5.62,1.14,n,f,d
p,6.85,x,d,n,d,y,5.99,7.28,y,?,d
e,7.84,f,s,w,s,w,7.73,27.7,w,f,d
p,5.25,s,?,e,d,p,6.15,6.01,n,f,d
e,3.56,x,?,b,?,w,7.21,5.21,w,f,d
p,9.68,s,t,r,d,n,5.44,12.68,n,f,h
e,9.51,s,?,w,d,p,5.55,23.23,w,f,d
p,8.32,b,t,w,e,w,12.0,12.0,w,l,d
p,9.4,x,t,n,d,n,5.66,16.78,n,f,d
e,2.59,x,h,o,a,y,4.1,4.73,o,f,d
p,1.44,c,t,n,?,n,7.58,3.03,y,f,g
p,4.81,b,y,n,?,w,8.33,11.01,w,z,d
p,12.7,x,t,r,d,n,6.16,13.87,n,f,h
e,4.87,f,t,o,a,w,5.42,5.57,o,f,d
p,8.5,x,?,g,x,u,10.24,21.01,u,f,d
p,4.61,x,?,e,?,g,3.36,11.67,y,f,d
p,3.78,x,t,n,s,p,6.31,8.01,w,z,d
p,7.26,x,d,e,d,w,9.19,11.29,n,f,d
p,2.55,x,g,e,a,p,5.88,2.42,w,f,d
p,9.32,o,?,n,f,f,3.91,27.63,n,f,d
e,22.63,p,d,o,p,w,16.87,34.99,w,f,d
e,18.47,p,t,n,p,y,17.87,78.6,n,f,d
p,8.54,s,t,p,d,p,7.27,12.84,p,f,d
p,9.56,x,y,w,?,p,8.67,13.96,w,l,g
p,6.76,s,d,e,d,w,6.19,9.22,n,f,d
e,11.63,s,?,w,d,y,5.85,25.81,w,f,d
p,2.11,p,t,n,a,g,7.88,2.69,y,e,m
e,8.67,x,?,g,p,g,14.0,27.24,w,f,d
e,4.03,f,g,n,a,g,5.39,3.3,n,f,d
e,6.31,x,d,y,p,y,5.56,12.98,y,f,d
p,19.66,s,k,w,d,w,8.84,34.33,w,f,d
e,11.26,x,s,w,e,n,8.51,16.8,w,l,m
p,2.96,x,t,n,s,n,5.36,8.34,w,z,d
e,15.34,s,t,k,a,k,6.41,23.86,w,f,d
e,4.47,c,?,g,f,f,6.35,21.45,n,f,d
e,13.16,f,?,w,d,y,2.65,16.38,w,f,d
p,2.79,f,y,w,e,w,3.95,3.49,w,e,m
e,8.76,x,t,n,p,y,7.75,17.76,n,p,d
p,4.53,x,e,e,a,w,6.78,8.18,y,z,d
e,6.61,x,?,w,e,w,5.87,11.51,w,g,d
e,7.77,x,d,e,p,r,5.96,13.24,e,f,d
p,10.58,x,e,y,p,e,7.48,24.52,e,f,d
e,8.38,x,?,n,p,g,10.66,24.81,w,f,d
p,4.81,x,h,o,a,y,6.26,7.74,o,f,g
e,5.88,f,y,g,s,g,4.72,7.35,w,f,d
p,1.56,x,g,n,d,n,1.95,2.38,n,f,h
p,5.59,s,h,r,d,w,4.09,10.69,r,f,d
p,16.79,f,g,o,e,w,18.81,18.09,w,g,d
p,2.24,s,w,u,a,g,5.76,5.94,u,f,d
e,6.2,s,?,n,s,p,7.18,20.19,u,f,g
p,6.07,b,s,n,?,k,11.85,12.38,w,z,d
p,3.0,o,?,w,f,f,4.91,24.7,w,f,p
p,5.61,x,?,u,x,u,8.55,18.93,g,f,d
e,16.56,x,s,w,a,y,7.18,21.94,w,f,d
p,2.89,b,y,n,?,u,5.82,4.49,w,f,d
e,14.75,x,y,n,e,w,9.87,17.07,w,?,g
e,7.46,f,s,n,s,w,6.62,9.99,w,f,m
p,18.68,s,k,n,d,y,5.92,37.25,k,f,d
e,4.11,f,g,g,a,g,5.6,3.21,g,f,d
p,12.64,o,?,e,f,f,3.33,26.48,n,f,d
p,6.99,x,s,r,s,w,4.86,14.16,n,f,d
p,7.5,b,t,w,e,w,13.78,13.17,w,l,d
p,5.81,x,e,e,a,y,7.86,10.16,n,z,d
p,3.7,x,y,o,a,o,4.07,6.71,o,f,m
p,11.5,x,?,n,p,w,12.14,39.13,n,f,d
p,2.21,f,?,u,a,w,2.73,3.35,u,f,d
p,4.86,s,k,y,p,n,2.98,5.46,n,f,d
p,4.27,x,h,r,s,g,6.09,7.72,l,e,g
p,5.06,s,d,e,d,w,5.04,7.16,n,f,d
p,2.22,x,s,o,d,o,2.52,5.54,y,f,m
e,10.99,f,y,e,?,w,7.8,27.66,n,e,d
e,3.71,x,?,n,x,w,7.33,7.96,w,?,d
p,10.19,x,e,n,a,n,10.62,16.22,n,f,h
p,3.29,b,y,p,e,w,4.38,3.49,w,e,m
e,6.63,b,h,k,s,g,5.19,10.68,g,f,d
p,8.16,x,?,g,x,n,7.74,19.43,g,f,d
e,13.54,f,s,n,d,w,11.0,16.83,n,?,d
p,1.45,x,?,n,?,k,4.87,2.28,n,f,g
e,3.08,x,?,y,a,o,2.84,8.12,w,f,d
p,7.33,p,y,n,?,k,10.68,14.04,w,z,d
e,7.56,x,l,w,d,w,3.63,9.91,w,f,g
p,8.01,x,s,n,s,g,6.45,8.35,n,f,d
e,11.32,f,s,w,e,k,17.47,12.85,w,e,g
e,5.82,f,s,b,x,w,6.29,9.07,n,f,l
p,3.36,x,y,y,a,w,6.0,3.61,y,r,d
p,2.47,x,g,n,a,p,6.42,2.54,n,f,d
e,6.18,o,?,n,f,f,5.35,21.85,n,f,l
e,6.62,x,h,n,x,n,5.29,5.9,n,r,d
p,3.64,x,s,g,d,w,2.76,7.28,w,f,g
p,2.17,x,y,o,d,y,2.78,4.9,o,f,m
e,13.17,s,t,w,a,k,6.12,19.17,w,f,d
e,15.86,x,e,n,e,w,10.63,18.02,w,?,d
p,1.45,b,g,n,?,n,4.74,2.19,n,f,m
p,4.99,c,i,y,?,r,6.59,7.15,w,f,d
p,8.28,f,w,p,s,p,4.96,10.05,p,f,d
e,7.78,x,?,g,p,g,11.25,25.65,w,f,d
e,6.08,x,s,n,x,w,6.83,9.83,n,f,l
e,10.65,x,t,n,p,y,9.59,22.65,n,f,d
p,3.25,o,?,w,f,f,5.5,29.95,w,f,d
p,5.97,p,y,n,?,g,12.76,13.71,w,z,g
p,3.12,b,y,n,?,w,5.5,4.5,w,f,d
p,7.72,p,g,n,e,w,8.98,17.12,w,p,d
p,8.29,s,?,o,d,o,5.3,13.21,w,f,d
e,5.44,s,?,n,d,w,3.84,7.1,w,f,l
p,3.32,s,?,u,a,w,4.61,7.57,y,f,d
p,4.52,x,i,e,?,e,5.65,6.95,e,f,d
p,6.4,p,y,g,?,k,10.46,13.21,w,z,d
e,4.13,f,g,n,a,g,5.35,3.72,n,f,d
p,4.33,o,t,w,?,w,0.0,0.0,f,f,d
e,9.7,f,e,b,?,b,5.17,21.09,w,f,d
e,11.83,f,?,g,d,y,2.75,15.76,w,f,d
e,5.82,o,?,n,?,w,3.19,14.71,n,f,d
p,4.17,x,s,o,a,y,6.25,8.5,o,f,g
e,6.05,b,h,g,s,w,4.86,10.62,g,f,d
p,2.79,o,l,g,f,f,0.0,0.0,f,f,d
p,1.95,b,?,n,a,g,4.6,1.91,n,f,d
e,7.6,x,d,n,p,r,5.92,12.68,y,f,d
e,5.67,f,s,n,x,w,6.62,9.71,n,f,l
p,2.14,x,i,k,a,p,4.05,2.31,w,f,g
e,13.37,s,s,u,x,n,7.45,24.13,p,f,d
p,3.08,b,y,n,?,g,5.38,4.35,w,f,d
p,2.98,b,w,y,a,y,5.49,6.92,r,f,d
p,5.86,f,?,y,s,y,4.7,12.02,y,f,d
e,6.15,s,l,w,d,p,3.38,7.9,w,f,d
e,6.54,x,d,y,p,y,7.33,14.39,y,f,d
p,6.46,b,d,n,a,n,5.84,6.7,n,?,d
p,0.76,f,?,o,d,o,5.51,1.13,o,f,g
e,53.13,o,y,y,p,y,7.25,29.86,n,f,d
e,5.51,x,t,n,a,n,5.61,5.13,w,l,d
e,3.57,f,d,p,d,p,4.3,5.63,n,f,d
p,3.36,s,?,u,a,w,4.32,6.43,w,f,d
p,0.81,x,g,n,a,n,4.72,1.11,k,f,d
p,0.76,x,g,e,a,p,4.28,1.08,k,f,d
p,2.1,b,?,n,a,g,4.7,1.9,n,f,d
p,4.66,f,?,y,s,y,4.99,10.91,y,f,d
e,5.09,s,d,b,d,b,5.08,11.27,w,f,g
p,2.35,b,?,n,a,g,5.48,2.31,g,f,d
e,1.84,x,?,b,?,u,5.74,4.52,w,f,d
e,6.89,x,i,n,e,n,4.59,12.08,w,r,w
e,8.39,x,?,y,e,w,6.16,13.86,w,g,d
e,4.97,x,t,o,a,y,6.61,4.92,n,f,d
e,4.58,f,h,n,?,n,6.06,6.87,w,f,d
p,4.41,x,h,y,a,y,6.02,6.78,o,f,g
e,6.69,x,s,w,s,w,4.49,26.22,w,f,d
e,10.13,x,i,n,e,p,9.3,16.93,w,l,d
p,6.83,c,e,w,x,r,7.11,11.9,w,f,g
e,9.55,f,?,n,?,w,12.05,17.05,w,g,d
p,1.14,f,i,l,a,w,1.81,2.09,w,f,g
e,2.31,x,s,w,d,w,2.89,5.94,w,f,g
p,4.16,b,y,r,s,g,6.2,7.56,l,e,m
e,6.76,f,?,n,?,w,7.9,15.25,w,g,d
p,13.63,x,e,y,p,o,11.2,34.9,u,f,d
e,9.3,f,?,n,?,w,10.85,16.21,w,g,d
p,3.22,o,?,w,f,f,5.44,25.67,w,f,d
p,10.56,s,t,g,d,n,4.92,24.05,n,f,g
e,5.48,f,w,y,f,f,3.6,10.61,y,f,d
p,3.71,x,s,y,?,k,9.92,7.88,y,z,d
p,6.09,x,?,y,s,y,4.82,13.44,y,f,d
p,4.92,x,e,e,a,w,7.42,9.23,n,z,d
p,5.26,c,i,y,?,r,6.09,6.06,w,f,d
p,3.09,s,?,u,a,w,4.25,6.88,w,f,d
e,3.39,b,y,n,?,n,7.22,3.37,w,f,d
p,5.28,b,s,y,?,k,8.61,8.52,y,z,d
e,4.62,f,y,g,s,g,5.11,8.36,w,f,d
p,4.38,x,?,w,?,r,3.69,11.66,y,f,d
e,4.84,o,l,n,f,f,5.37,37.65,n,f,l
p,6.2,f,?,y,s,y,6.52,13.78,y,f,d
p,9.59,x,t,n,a,w,11.79,29.5,w,f,d
p,0.76,f,?,o,d,o,4.24,1.01,y,f,g
p,3.33,f,w,u,a,g,5.48,4.8,u,f,d
p,5.09,s,d,n,d,n,7.47,7.68,n,f,d
e,7.77,f,s,n,s,w,6.96,10.03,w,f,d
e,3.75,f,?,n,x,n,6.18,3.47,w,f,d
p,11.44,x,?,n,e,w,10.86,14.21,w,e,d
e,11.63,x,s,n,e,g,10.44,17.46,w,l,m
e,7.7,f,?,p,x,w,7.19,13.51,w,f,d
e,2.66,b,y,n,?,k,6.04,2.85,w,f,d
p,4.48,f,k,n,p,n,2.91,4.72,n,f,d
p,7.1,x,h,r,?,w,10.6,12.6,w,g,d
p,0.93,f,?,o,d,o,4.79,1.04,y,f,g
e,14.57,f,s,y,x,n,9.05,29.8,w,f,d
p,0.58,x,?,o,d,o,4.27,0.95,o,f,g
p,2.49,f,w,n,d,n,3.52,5.7,n,f,d
e,1.55,x,g,y,a,w,4.85,1.36,y,f,h
e,19.51,x,d,e,p,w,17.7,34.0,w,f,d
p,9.28,o,?,e,f,f,3.79,27.0,n,f,d
p,3.09,x,y,n,a,w,5.74,3.52,y,r,d
e,10.0,f,?,n,s,u,7.21,21.86,b,f,d
p,1.08,x,g,w,a,w,3.31,1.76,n,f,d
p,7.35,f,w,p,s,p,4.94,10.07,p,f,d
e,7.72,x,d,w,s,w,6.36,25.75,w,f,d
p,5.29,f,t,y,x,y,3.73,11.97,y,f,d
p,0.66,x,g,y,?,y,3.68,0.7,y,f,d
p,7.09,f,?,r,x,y,6.99,12.26,w,f,d
e,7.23,p,s,w,e,p,6.26,14.49,w,e,g
e,6.24,x,t,g,a,n,6.07,4.96,g,l,d
e,4.03,s,?,y,f,f,7.12,8.29,y,f,d
e,1.3,c,g,n,a,w,4.86,1.49,g,f,l
e,3.37,f,d,g,d,p,4.12,4.71,n,f,d
e,4.42,x,y,n,s,y,4.48,6.84,w,f,d
p,6.89,s,d,y,d,o,3.43,7.23,y,f,h
e,7.5,x,d,e,p,y,5.38,12.56,e,f,d
e,5.64,x,?,n,x,w,4.79,11.45,w,f,d
e,10.62,f,e,b,?,b,5.19,21.51,w,f,d
e,1.29,f,w,g,?,k,4.38,2.44,w,f,g
e,11.64,f,?,n,s,b,8.3,19.83,u,f,d
p,3.12,o,l,g,f,f,0.0,0.0,f,f,d
e,17.14,x,w,n,p,y,21.49,77.97,n,f,d
p,8.6,b,t,w,e,w,13.78,13.15,w,l,d
p,0.77,x,g,n,a,n,4.05,0.98,k,f,d
p,4.42,c,i,y,?,r,6.26,7.07,w,f,d
e,8.91,x,h,y,p,y,7.38,14.18,y,?,d
p,1.3,x,g,w,a,w,3.1,1.53,e,f,l
e,15.47,x,t,n,p,y,13.36,61.9,n,f,d
p,3.5,c,e,y,x,r,5.39,11.08,w,f,g
e,3.07,b,g,w,x,w,4.65,3.5,y,f,g
e,7.82,s,l,w,d,p,3.28,8.43,w,f,d
p,10.73,x,t,n,a,w,12.08,33.07,w,f,d
p,17.09,s,k,n,d,y,6.17,36.05,k,f,d
p,8.01,x,i,n,a,k,8.96,8.67,n,z,g
p,1.74,f,i,l,a,w,3.74,2.53,w,f,g
e,14.0,s,?,w,d,y,7.04,25.94,w,f,d
e,4.66,f,?,w,x,w,5.92,3.71,w,f,d
p,3.21,x,i,e,?,e,4.76,6.55,e,f,d
p,4.57,x,t,o,a,y,6.2,7.55,o,f,g
e,14.63,x,y,n,e,w,10.18,16.76,w,?,d
p,1.91,x,?,n,?,n,5.18,2.48,n,f,g
